Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
9/12/2015,Credit reporting,,Incorrect information on credit report,Account terms,,,"EQUIFAX, INC.",PA,18507,,Consent not provided,Web,9/12/2015,Closed with explanation,Yes,No,1562392
3/19/2014,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,OCWEN LOAN SERVICING LLC,CA,95634,Older American,N/A,Web,3/19/2014,Closed with explanation,Yes,No,766443
5/25/2016,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,Angel Oak Home Loans LLC,FL,32082,,Consent not provided,Web,5/25/2016,Closed with explanation,Yes,No,1942351
9/24/2015,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,"CAVALRY INVESTMENTS, LLC",CA,95838,,Consent not provided,Web,9/24/2015,Closed with non-monetary relief,Yes,No,1578454
,,,,,,,,,,,,,,,,,
1/29/2014,Debt collection,Mortgage,Communication tactics,Called outside of 8am-9pm,,,WELLS FARGO & COMPANY,WI,54101,,N/A,Web,1/28/2014,Closed with explanation,Yes,No,691424
,,,,,,,,,,,,,,,,,
5/22/2017,Mortgage,Other type of mortgage,Trouble during payment process,,,,"Caliber Home Loans, Inc.",FL,32303,,N/A,Referral,5/22/2017,Closed with explanation,Yes,N/A,2491003
,,,,,,,,,,,,,,,,,
4/28/2014,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,OCWEN LOAN SERVICING LLC,MA,1902,,N/A,Web,4/28/2014,Closed with explanation,Yes,No,828278
9/5/2015,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,"I received a notice from this company informing me they were unable to verify the debt and that it would be removed from the credit bureaus along with the judgment to be removed as well. The collection account was removed from all XXXX bureaus. However, only XXXX removed the judgment, and I had to contact them to do so. Either this company did not comply, or XXXX and XXXX did not.",,"Credit Collections Services, Inc.",SD,571XX,,Consent provided,Web,9/17/2015,Untimely response,No,No,1553616
5/29/2014,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,91343,,N/A,Web,5/29/2014,Closed with explanation,Yes,No,872045
3/6/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian Information Solutions Inc.,CA,93657,,N/A,Postal mail,3/18/2013,Closed with explanation,Yes,No,342123
2/9/2017,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,"To whom it may concern I am filing a complaint against my current Mortgage Company Shell Point Mortgage. I 'm currently having trouble, regarding my mortgage payments they ca n't seem to get my account right. My mortgage was sold to Shellpoint Mortgage in XX/XX/2016, from XXXX. Prior to being sold I had to do a loan modification due to me having my XXXX from my XXXX and losing my job due to my illnesses. XXXX helped me with a loan modification. My trial payments would start in XX/XX/2016 at XXXX a month but prior of starting my trial payments I had become XXXX from the military which gives me the benefit of not having to pay taxes on my home. Prior to starting the mod, XXXX recalculated my mod payment in the amount was XXXX a month which were paid on time. On XX/XX/XXXX I had sent my payment for XX/XX/XXXX to XXXX in the amount of XXXX. XXXX informed to stop payment on check due to my mortgage being sold to Shell Point Mortgage. I contacted Shell point Mortgage to find out payment information they could not tell me anything due to them not knowing about the file. They informed me that I would receive a welcome letter in the mail which I did not receive until XX/XX/XXXX. I did received a bill saying that I owe I believe at that time {$8000.00} I had contacted Shell Point Mortgage to find out the problem and they could not tell me because their file was not completed according to them they did not have all the information. I explained what was going on with the modification and explained the XXXX a month and how XXXX came about the amount. I was told to contact XXXX myself to get their paperwork from them due to the privacy act. Shell Point could not get it to complete the file, I contacted XXXX for the paperwork they sent me the paperwork in the mail. The people at XXXX asked why I was requesting the paperwork. I needed to get it due to the privacy act. They stated that Shell Point should have called them since they sold them the account. In XX/XX/XXXX I received a welcome letter in the mail about my payments they wanted 9 payments of XXXX a month I believe it was about XXXX dollars, On XX/XX/XXXX I contacted Shell point Mortgage and the gentleman told me to go ahead and send XX/XX/XXXX and XX/XX/XXXX payment in the amount of {$1600.00} they should have everything together by then which I did and on XX/XX/XXXX Shell Point Mortgage had returned XX/XX/XXXX and XX/XX/XXXX payment because they could not accept partial payments, they are still under assumption that I still owe from XX/XX/2016. Shell point Mortgage still could not understand the XXXX a month. So nothing got solved. XX/XX/XXXX payment was sent and Shell Point Mortgage kept that payment of {$810.00}. When I called about the payment no one understood where it went at this time, now I 'm talking to a gentlemen name XXXX who was taking care of my loan and found out it was sent to XX/XX/2016 payment. Now telling him how did they accept XX/XX/XXXX payment for {$810.00} and not XX/XX/XXXX. Payment And he stated that 's where the payments are in default which did not make any sense. So I was told not to make XX/XX/XXXX payment by XXXX until this got resolved, all through XX/XX/XXXX nothing has been solved XXXX states that my payment are {$1200.00} a month even after Shell Point Mortgage was contacted by XXXX from XXXX who I believe is vice president and spoke to them directly about my account and gave them what they needed. I spoke with XXXX and explained that I was not going to pay {$1200.00} that was not my payment. So on XX/XX/XXXX XXXX called me and said it was ok for me to send my payments back to them for XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX and XX/XX/XXXX, which I did on XX/XX/XXXX in total amount {$3200.00}. Which is {$810.00}, a month. XX/XX/XXXX",Company believes complaint is the result of an isolated error,"Shellpoint Partners, LLC",TX,760XX,,Consent provided,Web,2/9/2017,Closed with explanation,Yes,No,2333774
4/4/2016,Credit card,,Privacy,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",OH,45429,,Consent not provided,Web,4/4/2016,Closed with explanation,Yes,No,1862495
7/22/2016,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,on XXXX XXXX i called to inform them that things that were removed had been placed back on my credit report they said they would fix it and it is still not fixed this is for my transunion account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,765XX,Servicemember,Consent provided,Web,7/22/2016,Closed with explanation,Yes,No,2026575
3/10/2012,Credit card,,Late fee,,,,JPMORGAN CHASE & CO.,FL,34110,,N/A,Postal mail,3/12/2012,Closed with relief,Yes,No,33454
6/5/2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"I have a loan ( XXXX mortgage ) on a XXXX home where I spend 4 months of the year plus weekends during the remaining 8 months with PNC Mortgage. This loan is a purchase money loan that I have had for almost 2 years, with no payment problems. However, when I asked PNC Mortgage whether I can transfer the title into my XXXX Trust ( a standard estate planning document ) they said no. They told me that if I go ahead and make this transfer they will declare the entire balance of the loan due.",,PNC Bank N.A.,AZ,857XX,Older American,Consent provided,Web,6/5/2015,Closed with explanation,Yes,No,1408018
1/8/2015,Debt collection,Payday loan,Communication tactics,Frequent or repeated calls,,,D. SCOTT CARRUTHERS,CA,95843,Servicemember,N/A,Web,1/16/2015,Closed,No,No,1186281
,,,,,,,,,,,,,,,,,
4/25/2014,Debt collection,Payday loan,Communication tactics,Threatened to take legal action,,,"Enova International, Inc.",TX,76039,,N/A,Web,4/29/2014,Closed with explanation,Yes,No,825285
12/21/2012,Bank account or service,Checking account,Deposits and withdrawals,,,,TD BANK US HOLDING COMPANY,VT,5602,,N/A,Referral,12/28/2012,Closed with monetary relief,Yes,Yes,217072
5/3/2016,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,MN,55792,Older American,Consent not provided,Web,5/3/2016,Closed with explanation,Yes,No,1905177
10/8/2013,Credit card,,Billing disputes,,,,"CITIBANK, N.A.",KY,40403,,N/A,Postal mail,10/8/2013,Closed with monetary relief,Yes,No,554980
2/28/2016,Debt collection,I do not know,False statements or representation,Impersonated an attorney or official,,,"EQUIFAX, INC.",VA,24503,,Consent not provided,Web,3/2/2016,Closed with explanation,Yes,Yes,1807976
6/21/2012,Bank account or service,Checking account,"Account opening, closing, or management",,,,HSBC NORTH AMERICA HOLDINGS INC.,NY,11234,,N/A,Referral,7/2/2012,Closed,Yes,No,106303
7/13/2016,Bank account or service,Checking account,Deposits and withdrawals,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,MN,55025,,N/A,Referral,7/18/2016,Closed with explanation,Yes,No,2009852
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
4/12/2017,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,75249,,N/A,Postal mail,4/12/2017,Closed with non-monetary relief,Yes,No,2431845
4/2/2014,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,NATIONSTAR MORTGAGE,FL,33613,Older American,N/A,Web,4/2/2014,Closed with explanation,Yes,No,789889
9/7/2016,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,,"EQUIFAX, INC.",MD,20735,,Consent not provided,Web,9/9/2016,Closed with explanation,Yes,Yes,2098116
7/11/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Threatened to take legal action,,,"TaxServ, LLC",ME,4947,Older American,N/A,Web,8/27/2013,Closed with explanation,Yes,No,454772
8/22/2016,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,"Currently, my loan is being serviced by Ocwen Loan Servicing ( OLS ) it was transferred from Homecomings Financial Network in XX/XX/XXXX.At the time of the transfer the loan payment break downs were principle and interest payments of {$1600.00} and Taxes and insurance in the amounts of {$430.00}. I was able to make the payments of {$2000.00} with no problem, until after having lost income as a result of my wife and I going through a separation and I became very ill from health complications.I received a trial modification approval from OLS, for my home loan on XXXX XXXX, XXXX, starting XXXX XXXX, XXXX. I proceeded to pay all XXXX trial payments as the agreement had instructed. Shortly after receiving what was to be a permanent loan modification, I quickly identified a number of inconsistences within the recapitalized arrears. In particularly the escrow increases, and the adjusted outstanding principle balance as a result of these changes. My fourth payment was also denied during the grievance or 30 day appeal process. I felt bullied into signing and returning and agreement that was not completely transparent and did not make mathematical sense how my escrow increases could possibly be so severe over the years while my loan was with OLS.During the 30 day modification appeal process, I was refused the opportunity to receive a full explanation as to how my escrow balances were calculated as follows : *INS. IN XX/XX/XXXX THRU XX/XX/XXXX {$3600.00} AND STARTED TO SPIKE FROM THERE. MY INS. POLICY INCREASED IN XX/XX/XXXX TO XX/XX/XXXX TO {$5800.00} ( {$2200.00} INCREASE ) THE FOLLOWING DISBURSEMENTS ( DIS. ) WERE MADE BY OLS : XXXX INS. DIS. - XXXX XXXX, XXXX -- {$5800.00}, XXXX INS. DIS -XX/XX/XXXX -- {$1900.00}, XXXX INS. DIS. XXXX XXXX, XXXX -- {$2100.00} These erratic increases began shortly after my loan was transferred to OLS on XXXX XXXX, XXXX. Furthermore OLS has also failed to show me how my XXXX trial payments were applied to the loan balance after they sent me to foreclosure. A Letter dated XXXX XXXX, XXXX, was received at my residence, rescinding my loan modification offer after making the XXXX trial payments outlined within the agreement. I also received a pre-foreclosure referral letter dated XXXX XXXX, XXXX, which allowed me no time to respond to the cancellation to my loan modification.I called on XXXX XXXX, XXXX, which just so happens to also be the same day that OLS sent me a notice of default. I have also served OLS with a ( QWR ) on XXXX XXXX, XXXX and they have failed to respond within the allotted time per RESPA. I have reason to believe that there is unclear chain of title to my property, and my land records do not match the plot indicated on my Deed of Trust. The land records for my parcel indicates XXXX acres, which means that I would own my land which their home sits on, making it impossible for them to sell their home neighbors ' homes with clear title. My loan may potentially invalid based on the land parcels alone. OLS, has no desire to explain these issues and wish only to foreclose on my home to capitalize on what equity is there, as well as a XXXX grant they received from the hardest hit fund of Tennessee. I 'm seeking your help in the matters within this complaint, surrounding possible insurance fraud, misapplication of payments, dual tracking, and distorted chain of title and or land recordings for my loan. I do not want to lose my home, especially due to corruption with OLS.",,OCWEN LOAN SERVICING LLC,TN,373XX,,Consent provided,Web,8/22/2016,Closed with explanation,Yes,No,2075187
4/29/2014,Credit reporting,,Incorrect information on credit report,Account status,,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",LA,70739,,N/A,Referral,5/14/2014,Closed with explanation,Yes,No,830433
10/16/2012,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,NATIONSTAR MORTGAGE,GA,30075,,N/A,Referral,10/17/2012,Closed with explanation,Yes,No,172362
5/16/2016,Bank account or service,Checking account,"Account opening, closing, or management",,,,Comerica,CA,92027,,N/A,Referral,5/19/2016,Closed with explanation,Yes,No,1926088
3/8/2017,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,I experienced a property loss on XX/XX/2016. NationStar Mortgage is withholding disbursement of my remaining insurance funds. They have not communicated to me about why funds are not released in spite of my meeting all repairs and inspections requirements completed in XX/XX/2016. I keep getting run around from them and this is affecting me negatively. They are not in compliance with Texas Insurance Code requiring the mortgage company to release funds within 10 days of my meeting the requirements or communicating the requirements.,,NATIONSTAR MORTGAGE,MO,631XX,Servicemember,Consent provided,Web,3/8/2017,Closed with explanation,Yes,No,2377047
12/11/2012,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,,"EQUIFAX, INC.",AZ,85117,,N/A,Postal mail,12/12/2012,Closed with explanation,Yes,No,207391
,,,,,,,,,,,,,,,,,
4/7/2015,Consumer Loan,Vehicle loan,Managing the loan or lease,,AutoCredit and MG Finance refuse to remove paid collection from credit report. I paid this repossession about a year after it happened. I paid a settled amount via money order. I called XXXX times to get a paid in full letter and each time I was given a different story of why the letter never came. I am a single mom and things are hard enough without having this report on my credit report every month for the last XXXX years!,Company disputes the facts presented in the complaint,"M. G. Credit, Inc.",FL,335XX,Servicemember,Consent provided,Web,4/9/2015,Closed with explanation,Yes,Yes,1318767
7/6/2016,Bank account or service,Checking account,"Account opening, closing, or management",,,Company believes it acted appropriately as authorized by contract or law,NAVY FEDERAL CREDIT UNION,SC,29420,,N/A,Phone,7/7/2016,Closed with explanation,Yes,No,2000602
,,,,,,,,,,,,,,,,,
7/14/2015,Student loan,Non-federal student loan,Dealing with my lender or servicer,Keep getting calls about my loan,,Company believes it acted appropriately as authorized by contract or law,SLM CORPORATION,FL,33761,,Consent not provided,Web,7/14/2015,Closed with explanation,Yes,No,1467574
4/4/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,JPMORGAN CHASE & CO.,CA,92705,,N/A,Referral,4/5/2013,Closed with monetary relief,Yes,No,374289
12/29/2015,Debt collection,I do not know,Improper contact or sharing of info,Talked to a third party about my debt,,,HIGHLAND FINANCIAL SERVICES (Closed),CA,95814,,Consent not provided,Web,2/2/2016,Untimely response,No,No,1720984
6/26/2012,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,JPMORGAN CHASE & CO.,MN,55447,,N/A,Web,6/28/2012,Closed with explanation,Yes,Yes,108090
5/22/2014,Money transfers,Domestic (US) money transfer,Fraud or scam,,,,MONEYGRAM PAYMENT SYSTEMS WORLDWIDE INC,CA,92104,,N/A,Web,5/29/2014,Closed with explanation,Yes,No,864424
,,,,,,,,,,,,,,,,,
3/14/2012,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,JPMORGAN CHASE & CO.,GA,30008,Servicemember,N/A,Web,3/15/2012,Closed without relief,Yes,Yes,35066
3/6/2017,Payday loan,,Payment to acct not credited,,,Company believes complaint caused principally by actions of third party outside the control or direction of the company,"Enova International, Inc.",TX,75134,,Consent not provided,Web,3/6/2017,Closed with explanation,Yes,No,2372949
7/1/2015,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,Company believes it acted appropriately as authorized by contract or law,TCF NATIONAL BANK,MN,55113,,N/A,Referral,7/9/2015,Closed with explanation,Yes,No,1448246
10/24/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,There is a company listing many collection accounts which I have requested validation and nothing has been received. Is this legal?,,Suburban Credit Corporation,VA,222XX,,Consent provided,Web,10/24/2016,Closed with explanation,Yes,Yes,2176120
11/18/2015,Credit card,,Billing disputes,,,,SYNCHRONY FINANCIAL,FL,33025,,N/A,Postal mail,11/23/2015,Closed with monetary relief,Yes,No,1661732
1/7/2014,Credit card,,Billing disputes,,,,"CITIBANK, N.A.",NJ,7621,,N/A,Phone,1/8/2014,Closed with explanation,Yes,No,657385
9/29/2016,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,JPMORGAN CHASE & CO.,CA,91710,"Older American, Servicemember",N/A,Phone,10/3/2016,Closed with explanation,Yes,No,2139194
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
7/13/2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,Company chooses not to provide a public response,FREEDOM MORTGAGE COMPANY,OR,97219,,N/A,Referral,7/17/2015,Closed with explanation,Yes,No,1465296
4/19/2017,Credit reporting,,Incorrect information on credit report,Account status,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WI,53172,,N/A,Postal mail,4/19/2017,Closed with explanation,Yes,No,2441845
2/14/2012,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"CITIBANK, N.A.",FL,34689,,N/A,Referral,2/14/2012,Untimely response,No,No,23480
5/29/2013,Credit card,,Advertising and marketing,,,,U.S. BANCORP,NJ,7748,,N/A,Web,5/29/2013,Closed with non-monetary relief,Yes,No,418728
3/1/2017,Debt collection,Federal student loan,False statements or representation,Attempted to collect wrong amount,,,"F.H. Cann & Associates, Inc.",AL,35601,,N/A,Phone,3/6/2017,Closed with explanation,No,No,2366223
5/4/2013,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,94513,,N/A,Web,5/6/2013,Closed with explanation,Yes,No,398969
,,,,,,,,,,,,,,,,,
2/24/2015,Credit reporting,,Incorrect information on credit report,Account status,,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",PA,19027,,N/A,Postal mail,3/6/2015,Closed with explanation,Yes,Yes,1255083
,,,,,,,,,,,,,,,,,
11/10/2014,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,"Pacific Union Financial, LLC",GA,30022,,N/A,Web,11/10/2014,Closed with explanation,Yes,No,1109481
8/31/2012,Credit card,,Late fee,,,,WELLS FARGO & COMPANY,NC,27284,,N/A,Web,9/5/2012,Closed with explanation,Yes,No,145587
7/22/2016,Debt collection,Payday loan,Communication tactics,Threatened to take legal action,,,CURO Intermediate Holdings,CA,91605,,Consent not provided,Web,7/22/2016,Closed with explanation,Yes,No,2023032
9/10/2012,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,U.S. BANCORP,CA,92886,,N/A,Referral,9/13/2012,Closed with explanation,Yes,No,149666
6/19/2014,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,TD BANK US HOLDING COMPANY,NY,10469,,N/A,Referral,6/23/2014,Closed with explanation,Yes,No,901998
,,,,,,,,,,,,,,,,,
12/4/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"EQUIFAX, INC.",FL,34771,,N/A,Referral,2/4/2014,Closed with non-monetary relief,Yes,No,621120
8/24/2012,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Seterus, Inc.",CA,91324,,N/A,Referral,8/24/2012,Closed with explanation,Yes,Yes,140674
,,,,,,,,,,,,,,,,,
4/7/2014,Bank account or service,Checking account,Deposits and withdrawals,,,,WELLS FARGO & COMPANY,FL,33401,Older American,N/A,Phone,4/9/2014,Closed with explanation,Yes,Yes,796307
6/5/2012,Credit card,,Identity theft / Fraud / Embezzlement,,,,CAPITAL ONE FINANCIAL CORPORATION,NY,10801,,N/A,Referral,6/18/2012,Closed with monetary relief,Yes,No,94679
6/12/2015,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,"On XX/XX/XXXX I contacted the B of A because I am trying to refinance my XXXX mortgage and have a lien on my property for XXXX. The Lien is actually in the name of California XXXX XXXX as it was a down payment assistance program. Bank of America has the loan ( Loan # XXXX ) and sends me a statement every month with a XXXX balance. This loan was discharged in a Bankruptcy discharge on XXXX Case # XXXX. On XXXX I asked Bank of America for a lien release on this loan. They told me it was still an active loan, I explained it was discharged in a chapter XXXX BK and asked to speak to a supervisor, they would not let me be transferred and then opened a research case on XX/XX/XXXX told me it would be XXXX days. I called every day to see if there were any notes or resolution which there were none. I called yesterday and XXXX told me there are notes on the loan from the research team but that he did n't understand what they are saying so he opened a case again and told me to call back in XXXX hrs. I have not received any phone calls from the research team or any letters. I now have XXXX business days to complete my refi.",Company chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,923XX,,Consent provided,Web,6/12/2015,Closed with explanation,Yes,No,1419695
,,,,,,,,,,,,,,,,,
1/1/2015,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,BB&T CORPORATION,MD,20705,,N/A,Web,1/1/2015,Closed with explanation,Yes,No,1177941
6/5/2014,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,CAPITAL ONE FINANCIAL CORPORATION,NY,10003,,N/A,Web,6/5/2014,Closed with explanation,Yes,No,882397
10/20/2016,Credit card,,Late fee,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",IL,60538,,Consent not provided,Web,10/20/2016,Closed with explanation,Yes,No,2172130
4/14/2017,Credit card,,Identity theft / Fraud / Embezzlement,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",CT,066XX,,Other,Web,4/14/2017,Closed with explanation,Yes,No,2435824
,,,,,,,,,,,,,,,,,
3/20/2017,Student loan,Federal student loan servicing,Dealing with my lender or servicer,Received bad information about my loan,,,"Navient Solutions, LLC.",NC,27587,,Consent not provided,Web,3/20/2017,Closed with explanation,Yes,No,2395655
3/6/2017,Credit reporting,,Incorrect information on credit report,Information is not mine,"I am sending you this formal complaint concerning and TU their business practices. This bureau continues to report inaccurate information. I am formally requesting remove this debt from my credit. In the years from XX/XX/XXXX-XX/XX/XXXX my identity was stolen. I discovered this because accounts were opened accounts in my name. I have seen where someone has continued to apply for credit in my name.It is possible that the thieves that committed the fraud. In XX/XX/XXXX I filed a ID Theft Report copies were sent to all XXXX major credit bureaus. I have sent the proper documentation to all XXXX bureaus and the XXXX debt buyers. XXXX DELETED the XXXX Account and then reinserted the account without my knowledge, this as you know is in violation of FCRA15 U.S. Code 1681i",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,908XX,,Consent provided,Web,3/6/2017,Closed with non-monetary relief,Yes,No,2373486
9/3/2014,Bank account or service,Checking account,Problems caused by my funds being low,,,,U.S. BANCORP,CA,96049,,N/A,Referral,9/8/2014,Closed with monetary relief,Yes,No,1012379
5/11/2016,Bank account or service,Checking account,"Account opening, closing, or management",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",MA,1844,,Consent not provided,Web,5/11/2016,Closed with non-monetary relief,Yes,No,1919499
,,,,,,,,,,,,,,,,,
10/6/2016,Consumer Loan,Installment loan,Managing the loan or lease,,"I had a loan though XXXX, they sent me damage furniture and XXXX XXXX agreed to settle with me and gave me my money back and cancel the loan. I asked XXXX to remove all derogatory and negative impacts from my credit report and they did. XXXX and XXXX XXXX has removed this from my credit report but Experian refuses to remove that account after submitting several disputes.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,MD,207XX,,Consent provided,Web,10/11/2016,Closed with explanation,Yes,No,2149678
4/5/2017,Bank account or service,Other bank product/service,Deposits and withdrawals,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,92672,,Consent not provided,Web,4/5/2017,Closed with explanation,Yes,No,2420398
7/8/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company chooses not to provide a public response,Experian Information Solutions Inc.,TX,77039,,N/A,Postal mail,7/17/2015,Closed with non-monetary relief,Yes,No,1458071
6/19/2012,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CT,6478,,N/A,Web,6/21/2012,Closed with non-monetary relief,Yes,No,104242
6/20/2014,Bank account or service,Checking account,"Account opening, closing, or management",,,,PNC Bank N.A.,OH,44663,,N/A,Phone,6/24/2014,Closed with monetary relief,Yes,No,903902
5/6/2014,Student loan,Non-federal student loan,Dealing with my lender or servicer,Having problems with customer service,,,ACS Education Services,CA,90755,,N/A,Web,5/6/2014,Closed with explanation,Yes,No,840824
12/17/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,NATIONSTAR MORTGAGE,VA,22309,,N/A,Web,12/17/2013,Closed with explanation,Yes,No,636585
11/26/2014,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,"CITIBANK, N.A.",NY,12979,,N/A,Referral,12/3/2014,Closed with explanation,Yes,No,1133173
11/6/2013,Consumer Loan,Personal line of credit,Problems when you are unable to pay,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",OH,43537,,N/A,Web,11/6/2013,Closed with explanation,Yes,No,588934
,,,,,,,,,,,,,,,,,
7/24/2014,Bank account or service,Checking account,Problems caused by my funds being low,,,,U.S. BANCORP,CA,91761,,N/A,Web,7/24/2014,Closed with explanation,Yes,No,952221
2/4/2014,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,"SUNTRUST BANKS, INC.",TN,37924,,N/A,Web,2/6/2014,Closed with monetary relief,Yes,No,698486
1/15/2014,Credit reporting,,Incorrect information on credit report,Personal information,,,Experian Information Solutions Inc.,MD,21054,Older American,N/A,Web,1/15/2014,Closed with non-monetary relief,Yes,No,670875
8/16/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,JPMORGAN CHASE & CO.,NC,27834,,N/A,Referral,8/18/2016,Closed with explanation,Yes,No,2066233
2/22/2017,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,"HUNTINGTON NATIONAL BANK, THE",OH,44144,,N/A,Phone,2/27/2017,Closed with explanation,Yes,No,2355918
12/30/2013,Debt collection,Medical,Communication tactics,Called after sent written cease of comm,,,"Retrieval-Masters Creditors Bureau, Inc.",MD,21911,,N/A,Web,12/30/2013,Closed with non-monetary relief,Yes,No,649540
11/18/2013,Debt collection,Payday loan,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,,,Guidiville Indian Rancheria,IN,46706,,N/A,Web,12/17/2013,Closed with explanation,Yes,Yes,602052
4/18/2017,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",NY,11706,,N/A,Postal mail,4/18/2017,Closed with explanation,Yes,No,2439670
4/4/2017,Student loan,Non-federal student loan,Dealing with my lender or servicer,Need information about my balance/terms,,,JPMORGAN CHASE & CO.,FL,33404,,N/A,Phone,4/4/2017,Closed with non-monetary relief,Yes,No,2418765
3/27/2014,Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,,,ENCORE CAPITAL GROUP INC.,GA,30228,,N/A,Web,3/28/2014,Closed with explanation,Yes,No,781558
10/30/2015,Prepaid card,Mobile wallet,Unauthorized transactions/trans. issues,,,,"Empowerment Ventures, LLC",NY,14216,,Consent not provided,Web,11/13/2015,Closed with monetary relief,Yes,No,1632993
10/11/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,CAPITAL ONE FINANCIAL CORPORATION,MD,20817,,N/A,Postal mail,10/15/2013,Closed with explanation,Yes,No,558002
,,,,,,,,,,,,,,,,,
